OFFSPRING_ID,tag,year,sex,length,depth,death_fate,entry_date,death_date,locations,Creek,,FATHER_ID,tag,year,sex,length,depth,death_fate,entry_date,death_date,locations,Creek,,MOTHER_ID,tag,year,sex,length,depth,death_fate,entry_date,death_date,locations,Creek
9887,yzk,2008,f,396,100,sen,40,55,"a,a mouth,a,a,a,a,c,a,a,a,a beach",A,,2772,wze,2004,m,415,122,bk,35,36,"a,a",A,,3228,wat,2004,f,365,105,bk,47,55,"a,a,a,a",A
9888,yzj,2008,m,504,150,,40,48,"a,a,a,a,a,a,a,a",A,,,,,,,,,,,,,,3128,bst,2004,f,384,100,bk,44,48,"a,a,a",A
9889,yzh,2008,m,508,150,,40,48,"a,a,a,a,a,a,a,a,a",A,,,,,,,,,,,,,,,,,,,,,,,,
9890,yze,2008,f,479,124,bk,40,47,"a,a,a,a,a,a,a",A,,,,,,,,,,,,,,,,,,,,,,,,
9891,yzd,2008,m,476,142,,40,43,"a,a",A,,,,,,,,,,,,,,,,,,,,,,,,
9892,yzc,2008,m,445,128,sen,40,46,"a,a,a,a,a,a",A,,,,,,,,,,,,,,,,,,,,,,,,
9893,gnn,2008,f,387,100,,40,53,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c",C,,2715,wvj,2004,m,417,126,bk,33,41,"c,c,c,c,c,c,c,c",C,,2407,bdg,2004,f,441,120,bk,35,43,"c,c,c,c,c",C
9894,gno,2008,f,423,103,bk,40,48,"c,c,c,c,c,c,c,c,c",C,,2707,wva,2004,m,417,125,,34,41,"c,c,c,c,c,c,c",C,,2121,yem,2004,f,427,109,sen,33,48,"c,c,c,c,c,c,c mouth,c,c,c,c mouth",C
9895,gnp,2008,f,418,106,bk,40,48,"c,c,c,c,c,c,c",C,,2164,yke,2004,m,415,105,sen,33,39,"c,c,c,c,c,c,c mouth",C,,2170,ykn,2004,f,403,100,,33,49,"c,c,c,c mouth",C
9896,gns,2008,f,389,99,bk,40,55,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c",C,,2707,wva,2004,m,417,125,,34,41,"c,c,c,c,c,c,c",C,,,,,,,,,,,,
9897,gnt,2008,f,383,92,sen,40,51,"c,c,c,c,c,c,c,c,c,c",C,,2714,wvk,2004,m,392,118,bk,33,40,"c,c,c,c,c,c",C,,2702,wtv,2004,f,409,111,sen,33,47,"c,c,c,c,c,c,c,c,c,c",C
9898,gnv,2008,f,436,117,bk,40,50,"c,c,c,c,c,c,c",C,,2601,wlt,2004,m,419,116,bk,33,41,"c,c,c,c,c,c,c,c",C,,,,,,,,,,,,
9899,gnw,2008,f,423,98,bk,40,55,"c,c,c,c,c,c,c,c,c,c,c,c,c,c",C,,2704,wtx,2004,m,470,135,bk,33,48,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c",C,,2425,bed,2004,f,425,110,bk,36,52,"c,c,c,c,c,c,c,c,c,c,c,c",C
9900,gnx,2008,f,382,97,sen,40,55,"c,c,c,c,c,c,c,c,c,c,c,c,c",C,,,,,,,,,,,,,,,,,,,,,,,,
9901,yaz,2008,m,396,125,sen,43,51,"a mouth,a mouth,a mouth,a,a,a,a,a,a,a,a,a,a mouth,a mouth,a mouth",A,,2781,wzs,2004,m,401,100,bk,35,37,"a,a,c,a",A,,2793,wwh,2004,f,438,104,bk,35,44,"a,a,a mouth,a,a",A
9902,yay,2008,m,428,116,,41,41,"a,a mouth",A,,,,,,,,,,,,,,,,,,,,,,,,
9903,yax,2008,m,405,119,bk,43,47,"a mouth,a mouth,a mouth,a,a,a,a,a,a,a mouth",A,,2906,bnk,2004,m,376,104,bk,41,42,"a,a",A,,2854,bkw,2004,f,387,111,bk,41,42,"a,a",A
9912,yal,2008,m,384,119,bk,40,47,"a mouth,a,a,a,a,a,a,a,a,a mouth,a mouth",A,,,,,,,,,,,,,,,,,,,,,,,,
9918,yac,2008,m,411,136,bk,41,48,"a mouth,a mouth,a,a,a,a,a,a,a,a,a,a mouth",A,,3281,wdj,2004,m,408,120,bk,47,48,"a,a",A,,3282,wdk,2004,f,405,106,bk,47,48,"a,a",A
9921,ybz,2008,m,418,139,bk,41,50,"a mouth,a mouth,a mouth,a,a,a,a,a,a,a,a,a,a,a mouth,a mouth,a mouth",A,,2457,bgj,2004,m,383,109,,36,48,"a,a,a,a,a,a,a,a",A,,2504,bja,2004,f,423,105,bk,39,45,"a,a,a",A
9926,ybt,2008,f,408,99,bk,42,51,"c mouth,c mouth,c,c,c,c,c,c,c,a mouth",C,,2704,wtx,2004,m,470,135,bk,33,48,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c",C,,3163,ynl,2004,f,391,99,bk,44,48,"c,c,c,c",C
9927,ybs,2008,f,445,119,bk,40,50,"a mouth,a mouth,a,a mouth,a,a,a,a,a,a,a,a,a mouth,a mouth",A,,2760,wyp,2004,m,420,121,bk,34,39,"a,a,a,a",A,,2761,wys,2004,f,419,109,bk,34,36,"a,a,a",A
9928,ybp,2008,f,403,106,bk,43,51,"a mouth,a mouth,a,a,a,a,a,a,a mouth",A,,2770,wzc,2004,m,429,122,bk,34,37,"a,a,a",A,,2315,ylk,2004,f,413,113,bk,33,37,"a,a,a,a",A
9931,ybm,2008,f,466,126,sen,40,46,"a mouth,a mouth,a mouth,a,a,a,a,a,a,a,a mouth,a mouth",A,,,,,,,,,,,,,,,,,,,,,,,,
9932,ybl,2008,f,388,102,,44,45,"a mouth,a mouth,a,a,a mouth",A,,2149,yhz,2004,m,392,104,bk,47,48,"c mouth,a mouth,a,a,c mouth",A,,3239,wbg,2004,f,406,99,bk,47,48,"a,a",A
9933,ybk,2008,f,456,127,sen,37,49,"a mouth,c,c,c,c,c,c,c,c,c,c,c,c,a mouth,a mouth,a mouth,a mouth",C,,,,,,,,,,,,,,,,,,,,,,,,
9935,ybh,2008,f,425,111,bk,43,48,"a mouth,a,a,a,a,a,a,a,a mouth",A,,2429,bej,2004,m,376,107,bk,36,38,"a,a",A,,2777,wzl,2004,f,422,99,bk,33,37,"a,a,a,a",A
9936,ybe,2008,f,419,111,bk,40,47,"a mouth,a mouth,a,a,a,a,a,a,a,a,a mouth",A,,2462,bgk,2004,m,405,113,bk,36,43,"a,a",A,,2901,bnd,2004,f,400,106,bk,41,43,"a,a",A
9938,ybc,2008,m,439,139,flop,40,43,"a mouth,a mouth,a,a,a,a,a,a mouth,a mouth,a mouth",A,,,,,,,,,,,,,,,,,,,,,,,,
9940,yba,2008,m,465,140,,40,48,"a mouth,a mouth,a mouth,a,a,a,a,a,a,a,a,a,a mouth,a mouth,a mouth",A,,3112,bpy,2004,m,411,112,bk,44,48,"a,a,a,a",A,,3187,yps,2004,f,418,104,bk,45,48,"a,a,a",A
9941,ycz,2008,f,392,94,bk,46,47,"a mouth,a mouth,a,a,a mouth",A,,3235,wbb,2004,m,384,124,,47,54,"a,a,a,a",A,,3236,wbc,2004,f,379,94,,47,58,"a,a,a,a,a,a",A
9943,ycx,2008,m,410,122,bk,40,50,"a mouth,a mouth,a mouth,a,a,a,a,a,a,a,a,a,a,a mouth,a mouth",A,,2313,ylh,2004,m,454,139,bk,33,37,"a,a,a,a",A,,2312,ylg,2004,f,431,109,bk,35,37,"a,a,a,a",A
9948,ycp,2008,m,402,108,flop,41,47,"a mouth,a,a,a,a,a,a,a,a mouth",A,,3121,bsj,2004,m,406,109,bk,44,48,"a,a,a,a,a",A,,3123,bsl,2004,f,394,102,,44,47,"a,a,a",A
9950,ycn,2008,m,433,130,bk,43,47,"a,a,a,a,a,a mouth",A,,3294,wdx,2004,nosex,415,114,,50,54,"a,a,a,a",A,,3394,ywk,2004,f,398,100,bk,52,55,"a,a,a,a",A
9951,ycm,2008,m,372,117,,40,43,"a mouth,a mouth,a,a mouth,a,a,a,a mouth",A,,3281,wdj,2004,m,408,120,bk,47,48,"a,a",A,,3282,wdk,2004,f,405,106,bk,47,48,"a,a",A
9952,ycl,2008,m,428,117,sen,43,54,"a mouth,a mouth,a,a mouth,a mouth,a mouth,a,a,a beach,a mouth",A,,3174,ypa,2004,m,399,108,bk,45,48,"a,a,a",A,,3130,bsw,2004,f,388,104,bk,44,48,"a,a,a,a",A
9954,ycj,2008,f,383,99,bk,45,48,"a mouth,a mouth,a,a,a,a,a mouth,a mouth",A,,3294,wdx,2004,nosex,415,114,,50,54,"a,a,a,a",A,,3394,ywk,2004,f,398,100,bk,52,55,"a,a,a,a",A
9955,ych,2008,f,365,93,,40,40,"a,a mouth",A,,,,,,,,,,,,,,,,,,,,,,,,
9956,yce,2008,f,400,94,bk,42,50,"a mouth,a mouth,a,a,a,a,a,a,a,a,a,a,a mouth",A,,2760,wyp,2004,m,420,121,bk,34,39,"a,a,a,a",A,,3173,ynz,2004,f,428,111,bk,45,48,"a,a,a",A
9965,paz,2008,m,397,112,sen,37,51,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,,,,,,,,,,,,,2670,wsd,2004,f,428,118,bk,33,52,"c,c,c,c",C
9966,pay,2008,m,477,152,sen,37,52,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth,c mouth",C,,,,,,,,,,,,,,,,,,,,,,,,
9968,paw,2008,f,417,102,,37,37,"c,c mouth",C,,3261,wcj,2004,m,378,114,bk,47,48,"a,a",A,,3270,wcw,2004,f,407,91,bk,47,48,"a,a",A
9969,pav,2008,m,421,133,sen,37,50,"c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,,,,,,,,,,,,,,,,,,,,,,,
9972,pap,2008,m,412,115,sen,37,48,"c,c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth,c mouth",C,,2694,wtj,2004,m,435,124,sen,34,48,"c,c,c,c,c,c,c,c",C,,2815,gtp,2008,f,399,95,,,,c mouth,none
9973,pao,2008,m,444,147,,40,40,"c,c mouth",C,,,,,,,,,,,,,,,,,,,,,,,,
9974,pan,2008,f,431,114,sen,37,49,"c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,,,,,,,,,,,,,,,,,,,,,,,
9976,pal,2008,m,409,121,bk,41,50,"c mouth,c mouth,c,c,c,c,c,c,c,c,c,c,c,c mouth",C,,2707,wva,2004,m,417,125,,34,41,"c,c,c,c,c,c,c",C,,2703,wtw,2004,f,453,111,sen,33,42,"c,c,c,c,c,c,c,c,c,c,c,c",C
9977,pak,2008,m,431,141,bk,42,49,"c mouth,c mouth,c mouth,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,3154,yna,2004,m,408,120,bk,44,48,"c,c,c",C,,2293,bhm,2004,f,398,110,,38,47,"c,c mouth,c,c,c",C
9979,pah,2008,m,422,148,sen,37,48,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth,c mouth,c mouth",C,,2715,wvj,2004,m,417,126,bk,33,41,"c,c,c,c,c,c,c,c",C,,2702,wtv,2004,f,409,111,sen,33,47,"c,c,c,c,c,c,c,c,c,c",C
9980,pae,2008,m,434,147,sen,37,51,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth",C,,2710,wvd,2004,m,415,128,bk,34,49,"c,c,c,c,c,c,c,c,c",C,,2423,beb,2004,f,423,104,,36,50,"c,c,c,c,c,c,c",C
9981,pac,2008,f,435,109,sen,37,50,"c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth,c mouth,c mouth",C,,,,,,,,,,,,,,2670,wsd,2004,f,428,118,bk,33,52,"c,c,c,c",C
9982,pad,2008,m,419,129,sen,37,51,"c mouth,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth",C,,,,,,,,,,,,,,2416,bdt,2004,f,383,107,sen,35,51,"c,c,c,c,c,c,c,c,c,c,c,c,c,c",C
9983,pab,2008,m,442,147,bk,37,51,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,2130,yez,2004,m,430,114,bk,33,44,"c,c,c,c,c,c,c mouth",C,,2418,bdw,2004,f,417,104,bk,33,53,"c,c,c,c,c,c,c,c,c,c,c,c",C
9984,paa,2008,m,425,149,sen,43,43,"c beach,c,c mouth,c mouth",C,,2205,bgl,2004,m,437,119,,37,47,"c,c mouth,c,c,c",C,,,,,,,,,,,,
9985,pbz,2008,m,441,155,bk,37,62,"c mouth,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth,c,c mouth,c mouth",C,,2707,wva,2004,m,417,125,,34,41,"c,c,c,c,c,c,c",C,,2121,yem,2004,f,427,109,sen,33,48,"c,c,c,c,c,c,c mouth,c,c,c,c mouth",C
9986,pby,2008,m,434,152,sen,37,55,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth",C,,2602,wlv,2004,m,431,123,bk,33,36,"c,a",tie,,2612,wmg,2004,f,399,99,bk,33,53,"c,c,c,c,c",C
9987,pbx,2008,f,428,121,,43,43,"c beach,c,c mouth",C,,,,,,,,,,,,,,,,,,,,,,,,
9988,pbw,2008,f,432,105,sen,37,51,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,,,,,,,,,,,,,2719,wvp,2004,f,398,195,bk,34,52,"c,c,c,c,c",C
9989,pbv,2008,m,442,132,,37,37,"a mouth,c,c,c mouth,c mouth,c mouth,c mouth,c mouth",C,,2313,ylh,2004,m,454,139,bk,33,37,"a,a,a,a",A,,2312,ylg,2004,f,431,109,bk,35,37,"a,a,a,a",A
9990,pbt,2008,m,443,152,sen,37,47,"c,c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth,c mouth",C,,2704,wtx,2004,m,470,135,bk,33,48,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c",C,,2713,wvh,2004,f,413,96,sen,33,41,"c,c,c,c,c,c,c,c",C
9991,pbs,2008,m,409,124,,37,47,"c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth,c mouth,c mouth",C,,,,,,,,,,,,,,2612,wmg,2004,f,399,99,bk,33,53,"c,c,c,c,c",C
9992,pbp,2008,m,435,149,bk,37,48,"c,a mouth,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,,,,,,,,,,,,,,,,,,,,,,,
9993,pbo,2008,m,418,137,bk,37,59,"c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c,c mouth,c mouth,c mouth",C,,,,,,,,,,,,,,2719,wvp,2004,f,398,195,bk,34,52,"c,c,c,c,c",C
9994,pbn,2008,m,421,143,sen,37,52,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,2707,wva,2004,m,417,125,,34,41,"c,c,c,c,c,c,c",C,,2121,yem,2004,f,427,109,sen,33,48,"c,c,c,c,c,c,c mouth,c,c,c,c mouth",C
9995,pbm,2008,m,417,120,sen,37,48,"c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,,,,,,,,,,,,,2702,wtv,2004,f,409,111,sen,33,47,"c,c,c,c,c,c,c,c,c,c",C
9996,pbl,2008,m,432,140,sen,37,53,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth,c mouth",C,,,,,,,,,,,,,,3134,yma,2004,f,404,100,sen,44,49,"c,c,c",C
9999,pbh,2008,m,421,131,sen,37,53,"c mouth,c,a mouth,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth",C,,2178,yjn,2004,m,440,132,bk,33,49,"c,c,c,c,c,c,c,c,c,c,c",C,,3168,ynt,2004,f,424,97,bk,38,54,"c,c,c,c,c",C
10000,pbe,2008,m,421,112,sen,37,51,"c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,2722,wvv,2004,m,409,115,,34,43,"a,c,c,c,c,c,c,c,c,c",C,,2160,yjb,2004,f,436,110,bk,33,52,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c",C
10210,peh,2008,m,415,131,bk,42,49,"c mouth,c,c,c,c,c,c,c,c mouth",C,,2710,wvd,2004,m,415,128,bk,34,49,"c,c,c,c,c,c,c,c,c",C,,2423,beb,2004,f,423,104,,36,50,"c,c,c,c,c,c,c",C
10211,pee,2008,f,473,119,,44,44,"c,c mouth",C,,,,,,,,,,,,,,,,,,,,,,,,
10218,phw,2008,f,415,106,sen,37,56,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth",C,,,,,,,,,,,,,,2416,bdt,2004,f,383,107,sen,35,51,"c,c,c,c,c,c,c,c,c,c,c,c,c,c",C
10219,peb,2008,m,382,122,sen,39,45,"c mouth,c,c,c,c,c,c,c mouth",C,,2704,wtx,2004,m,470,135,bk,33,48,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c",C,,3163,ynl,2004,f,391,99,bk,44,48,"c,c,c,c",C
10220,phy,2008,m,401,121,sen,37,48,"c mouth,c,a mouth,c,c,c,c,c,c,c,c,c,c mouth",C,,2137,yhj,2004,m,416,110,,33,47,"c,c,c,c,c,c mouth",C,,3158,yne,2004,f,401,101,,44,47,"c,c,c",C
10221,pht,2008,f,412,105,,44,50,"c mouth,c mouth,c,c,c,c,c,c mouth",C,,2694,wtj,2004,m,435,124,sen,34,48,"c,c,c,c,c,c,c,c",C,,3162,ynk,2004,f,404,107,sen,44,49,"c,c,c,c,c",C
10222,phv,2008,m,409,128,,37,48,"c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth",C,,2710,wvd,2004,m,415,128,bk,34,49,"c,c,c,c,c,c,c,c,c",C,,2423,beb,2004,f,423,104,,36,50,"c,c,c,c,c,c,c",C
10224,php,2008,f,391,101,sen,39,59,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth",C,,,,,,,,,,,,,,2702,wtv,2004,f,409,111,sen,33,47,"c,c,c,c,c,c,c,c,c,c",C
10225,pho,2008,m,429,139,flop,37,42,"c beach,c,c,c mouth",C,,,,,,,,,,,,,,,,,,,,,,,,
10226,phm,2008,m,426,132,bk,37,53,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,,,,,,,,,,,,,2712,wvg,2004,f,445,114,bk,33,55,"c,c,c,c,c,c,c,c,c,c",C
10227,phl,2008,f,422,104,sen,43,52,"c mouth,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,2669,wsc,2004,m,419,131,bk,33,40,"c,c,c,c,c,c,c,c",C,,2667,wsa,2004,f,444,106,sen,34,41,"c,c,c,c,c,c",C
10228,phk,2008,m,397,112,bk,37,50,"c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,2694,wtj,2004,m,435,124,sen,34,48,"c,c,c,c,c,c,c,c",C,,2162,ykc,2004,f,415,97,bk,33,49,"c,c,c,c,c,c,c,c,c,c mouth",C
10230,phj,2008,f,422,110,sen,37,51,"c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,2625,wmy,2004,m,391,101,bk,33,48,"c,c mouth,c,c,c,c,c",C,,3147,yms,2004,f,397,107,bk,44,48,"c,c,c,c",C
10231,phh,2008,f,412,107,sen,39,51,"c,c,c,c,c,c,c,c,c,c mouth",C,,2127,yew,2004,m,370,110,bk,33,40,"c,c,c,c,c,c,c,c mouth",C,,2713,wvh,2004,f,413,96,sen,33,41,"c,c,c,c,c,c,c,c",C
10232,phn,2008,f,413,115,,38,53,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,,,,,,,,,,,,,2719,wvp,2004,f,398,195,bk,34,52,"c,c,c,c,c",C
10233,phe,2008,f,412,101,,37,37,"c mouth,c,c mouth,c mouth",C,,,,,,,,,,,,,,2744,wxw,2004,f,393,101,bk,34,39,"a,a,a",A
10234,phc,2008,m,415,119,sen,37,45,"c mouth,c,c,c,c,c,c,c,c mouth",C,,2171,yjc,2004,m,381,105,bk,33,42,"c,c,c,c,c,c,c,c,c,c,c",C,,2667,wsa,2004,f,444,106,sen,34,41,"c,c,c,c,c,c",C
10235,phx,2008,m,404,126,bk,37,49,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,2707,wva,2004,m,417,125,,34,41,"c,c,c,c,c,c,c",C,,2703,wtw,2004,f,453,111,sen,33,42,"c,c,c,c,c,c,c,c,c,c,c,c",C
10236,pha,2008,f,408,105,,37,52,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth",C,,,,,,,,,,,,,,2700,wts,2004,f,412,100,sen,33,41,"c,c,c,c,c,c,c,c,c,c",C
10237,phb,2008,m,403,118,bk,37,51,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth",C,,2704,wtx,2004,m,470,135,bk,33,48,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c",C,,2924,bpg,2004,f,424,100,sen,41,49,"c,c,c,c,c,c,c,c",C
10238,pjz,2008,f,433,105,sen,38,62,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c",C,,2130,yez,2004,m,430,114,bk,33,44,"c,c,c,c,c,c,c mouth",C,,2418,bdw,2004,f,417,104,bk,33,53,"c,c,c,c,c,c,c,c,c,c,c,c",C
10239,pjw,2008,f,422,110,sen,41,58,"c mouth,c mouth,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth",C,,2205,bgl,2004,m,437,119,,37,47,"c,c mouth,c,c,c",C,,3152,ymy,2004,f,412,98,bk,44,49,"c,c",C
10240,pjy,2008,f,404,115,sen,38,58,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,,,,,,,,,,,,,2699,wtp,2004,f,397,109,bk,33,40,"c,c,c,c,c,c,c,c",C
10242,pjo,2008,m,391,114,bk,40,55,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,2602,wlv,2004,m,431,123,bk,33,36,"c,a",tie,,3165,ynn,2004,f,391,110,,44,47,"c,c,c",C
10244,pjp,2008,m,399,125,bk,37,48,"c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,2602,wlv,2004,m,431,123,bk,33,36,"c,a",tie,,3161,ynj,2004,f,392,105,,44,51,"c,c,c,c,c",C
10245,pjm,2008,f,410,105,sen,41,63,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth",C,,2708,wvb,2004,m,423,130,bk,34,43,"c,c,c,c,c,c,c,c,c",C,,2705,wty,2004,f,410,104,bk,34,42,"c,c,c,c,c,c",C
10246,pjn,2008,m,430,141,bk,37,48,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth",C,,2694,wtj,2004,m,435,124,sen,34,48,"c,c,c,c,c,c,c,c",C,,2670,wsd,2004,f,428,118,bk,33,52,"c,c,c,c",C
10247,pjx,2008,f,406,99,bk,39,55,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth",C,,,,,,,,,,,,,,3141,ymj,2004,f,386,107,bk,44,48,"c,c,c,c",C
10248,pjl,2008,f,401,98,,37,55,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth",C,,,,,,,,,,,,,,2416,bdt,2004,f,383,107,sen,35,51,"c,c,c,c,c,c,c,c,c,c,c,c,c,c",C
10249,pjh,2008,m,425,148,,37,53,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth,c mouth,c mouth",C,,,,,,,,,,,,,,2927,1195UT_utf103,2004,f,457,,bk,41,41,c,C
10250,pjk,2008,m,424,136,sen,43,58,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth",C,,3235,wbb,2004,m,384,124,,47,54,"a,a,a,a",A,,3237,wbd,2004,f,404,97,bk,47,48,"a,a",A
10251,pjb,2008,m,417,118,sen,42,58,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth",C,,2707,wva,2004,m,417,125,,34,41,"c,c,c,c,c,c,c",C,,2927,1195UT_utf103,2004,f,457,,bk,41,41,c,C
10252,pjj,2008,m,418,130,sen,37,51,"c mouth,c,c,c,c,c,c,c,c,c,c,c,c beach,c mouth,c mouth",C,,2602,wlv,2004,m,431,123,bk,33,36,"c,a",tie,,3165,ynn,2004,f,391,110,,44,47,"c,c,c",C
10253,pjd,2008,m,412,138,,37,37,"c mouth,c,c mouth",C,,,,,,,,,,,,,,,,,,,,,,,,
10254,pje,2008,f,396,96,,37,51,"c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c mouth",C,,,,,,,,,,,,,,2670,wsd,2004,f,428,118,bk,33,52,"c,c,c,c",C
10255,pkz,2008,m,410,113,bk,40,50,"a mouth,a,a,a,a,a,a,a,a,a,a,a,c mouth",A,,3121,bsj,2004,m,406,109,bk,44,48,"a,a,a,a,a",A,,3123,bsl,2004,f,394,102,,44,47,"a,a,a",A
